ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,Truth
sharp electronics electronic dictionary pw-e550,computers,sharp,pwe550,72.58,sharp electronic electronics dictionary pw-e650,electronics power meters col,sharp,mns-01,13.5 ,1
polaroid i1237 pink 12mp digital camera w 3x optical zoom 2.7 lcd display,digital cameras,polaroid,cia-1237pc,68.0,polaroid i1821 palette palette,digital cameras,Polaroid,ple,16.14 ______________________________,1
sabrent usb 2.0 to db25f parallel printer cable,printers,sabrent,usb-db25f,9.88,sabrent usb 2.0 to db25f parallel printer cable,printers,sabrent,usb-db25f,8.88 galitarian1,1
epson s041595 photographic papers,stationery & office machinery,epson,s041595,69.88,epson s041595 photographic papers,stationery & office machinery,epson,ugt-is602r,"69.88 ________________________ . ________________________ . ________________________ . _______ . ................ ....... ..... ............. _______ , ............. .....",1
microsoft arc touch mouse,mice,microsoft,rvf-00001,57.88,microsoft arc touch mouse,mice,microsoft,rvf-00001,59.99 ,1
scosche increased dynamic range chameleon earphones idr355md,mp3 accessories,scosche,idr355md,24.34,bowershell,audio/video accessories,scosche,d8b00,9.99 _.ocr_labs_i2c_b,1
sharp el1192bl printing calculator,stationery & office machinery,sharp,el1192bl,37.63,sharp el1192bl x 5 print printer w tyvek straight letter manila 10 box,,edtech,edtech,18.06 ------------- OFF,1
cables unlimited 3 svga video cable hdb15 male to male with 3.5 mm audio,electronics - general,cables unlimited,pcm-2240-03,11.88,cables unlimited 3 svga video cable hdb15 Male to male with 3.5 mm audio,computers - general,cable USB 2.0 storage unit,usb-usb,26.3 ,1
hp scanjet 5590 digital flatbed scanner,printers,hp,hp sj5590,273.99,hp scanjet 5590 digital flatbed scanner lmspd8gbbsbna 6gb PLAM,digital printing devices,hp,hp sj5590,271.99,1
hp 51644c hp 44 ink 1600 page-yield cyan,printers,hp,51644c,46.59,pca dl-firmware dl-flex dl-diamap dl-dolcom dl-laser dl-tape dl-sparc cds-extend DDS,printers,_________________,51644c,__________________,1
razer pro click mobile notebook mouse pink,mice,razer,rp01-050106r1m1,40.84,razer pro click mobile notebook mouse red,wireless,razer,rp01-010001r1m1,24.42 akeru1,1
xerox 108r00676 extended-capacity maintenance kit for phaser 8550 printer,printers,xerox,108r00676,151.54,xerox 108r00676 extended-capacity maintenance kit for phaser 8550 printer,printers,xerox,108r00676,150.3 ONSORED,1
scosche fptag anti-glare screen protectors for ipod touch 2pk,mp3 accessories,scosche,fptag,16.88,scosche fptag anti-glare screen protectors for ipod touch 2pk,mp3 accessories,scosche,fptag,8.88 ItemThumbnailImage,1
midland 2-pack 22-channel camo lxt385vp3 gmrs radio,walkie-talkie/frs,midland,lxt385vp3,39.82,midland 2-pack 22-channel camo llxt385vp3 gmrs,walkie-talkie/frs,midland,llxt385vp3,39.68 _._._._._..- . . . . ~ .. .. ....,1
hp q1413a universal heavyweight coated paper,stationery & office machinery,hp,q1413a,58.78,hp q1413a universal heavyweight coated paper,stationery & office machinery,hp,q1413a,14.64 ,1
edge 16gb sdhc hd video card class 6,usb drives,edge tech,pe222604,38.84,edge 16gb sdhc hd video card class 6,usb drives,edge tech,pe222604,59.11 uania,1
startech.com cb2ec expresscard to pcmcia adapter card,networking,startech,cb2ec,52.82,startech.com cb2ec expresscard to pcmcia adapter card,networking,startech,cb2ec,53.17 galitarian,1
iluv ipod nano 6g clear type protective film,mp3 accessories,iluv,icc1112clr,11.88,"iris iris iris flash card, iMac keyboard and touchpad",iris,iluv,iris,15.38 _.e,1
lenovo performance back pack,electronics - general,lenovo,41u5254,31.51,kw-c20n dpa poly sheet protectors heavy gauge letter 867cc,electronics - general,lenovo,xj-a205u,8.47 ,1
roocase executive portfolio leather case w 2 screen protector for blackberry playbook,electronics - general,roocase,220761,35.99,roocase executive portfolio leather case w2 white 1350 mccol notebook computer notebook computer - blackbox,accessories - all,roocase,42031,32.33 irez,1
digipower 4-section tripod dark blue,photography - general,digipower,tptr47dbl,29.99,digipower 4-section tripod dark blue,photography - general,digipower,tptr47dbl,29.99 nw,1
seagate blackarmor nas 440 is a 4tb network attached storage server,networking,seagate,,599.0,seagate blackarmor nas 500 is a 2tb network attached storage server,network,,,,1
p3 international kill-a-watt graphic timer and electricity usage monitor,portable audio,p3 international corporation,p4480,69.95,p3 international kill-a-watt graphic timer and electricity usage monitor,portable audio,p3 international corporation,p4280,39.94 galitarian,1
avery 8691 cd dvd and jewel case spine label,stationery & office machinery,avery,8691,27.54,avery label 8691 b001 in retail packaging,cassette case,cassette case,cassette case,50.0 ItemThumbnailImageCatalogCatalogSylvania,1
brother tn450 black toner cartridge high yield toner,printers,brother,tn450,48.88,brother tn450 black toner cartridge high yield toner,printers,brother,tn450,59.99 galitarian,1
ape case ac252 tri-fold digital camera case passport travel wallet,photography - general,ape case,ac252,18.88,ape case ac252 tri-fold digital camera case passport travel wallet,photography - general,ape case,ac252,23.33 uania,1
seagate blackarmor nas 440 is a 4tb network attached storage server,networking,seagate,,599.0,seagate blackarmor nas440 8gb network attach storage server,networking,seagost,,2.27 ItemThumbnailImage,1
canon powershot sx130-is black 12.1 mp digital camera w 12x optical zoom 3.0 lcd display w 50 bonus prints,digital cameras,canon,sx130,191.99,canon powershot sx130-is black 12.1 mp digital camera w 12x optical zoom 3.0 lcd display w 50 bonus prints,digital cameras,canon,sx130,194.89 ,1
roocase executive leather portfolio case for samsung galaxy tab p1000,electronics - general,roocase,212537,37.59,roocase executive leather portfolio case for samsung galaxy tab p1000,mouse,roocase,rt1mgc,15.99 galitarian,1
d-link dap-1350 wireless-n pocket router and access point,networking,d-link,dap1350,99.99,dap-1350 dep-link device store card,wireless,davei,dap-1350,75.99 mm dmmb or dmm,1
jvc lightweight folding headphones with bass boost black,electronics - general,jvc,has600b,49.95,jebsy high-end pocket knife,electronics - general,jebsy,has600b,50.05 ______________________________,1
mace 95db window alarm,garden - general,mace security,80202,5.24,mace 95db window alarm,garden - general,mace security,80202,5.29 ,1
garmin foretrex 401 portable gps system,fish finder,garmin,010-00777-00,174.88,garmin foretrex 401 portable gps system,fish finder,garmin,010-00777-00,185.78 ,1
jvc lightweight folding headphones with bass boost black,electronics - general,jvc,has600b,49.95,jvc lightweight folding headphones with bass boost black,electronics - general,jvc,has600B,49.95 ,1
xantech 29110dbkit designer hidden link infrared kit black,stereos/audio,xantech,29110dbkit,56.88,xantech 29110dbkit designer hidden link infrared kit black,electronic MEMS,zxzolol,29110dbkit,56.88 ,1
da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27528,2608.99,da-lite da-plex base front projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27528,"2608.99 ................  Czech-based online service called sonyxnet that comes with 4x video cameras and 3x lenses INCLUDING an external hard drive.  There are 6 different colors available: Silver, Black, Black, Brown and Brown for the camera. Each has",1
pioneer ts-w2502d2 10 champion series pro subwoofer,car stereos,pioneer,ts-w2502d2,268.0,brazil woodbound wooden box box shelf,furniture,pioneer,ts-w2502d2,315.0 galitarian1,1
x-acto school pro desktop electric pencil sharpener blue gray,stationery & office machinery,x-acto,1670,44.88,xyurite e-book computer,university,xyurite,1670,48.83 galitarian,1
hp q1413a universal heavyweight coated paper,stationery & office machinery,hp,q1413a,58.78,hp q1483a universal heavyweight with sheet,stationery & office machinery,hp,hp,47.,1
innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,d3010,68.35,innovera d3010 black compatible high-yield toner print cartridge w brown,furniture,innovera,,SPONSORED,1
startech.com icusb1284 6 ft usb to parallel printer adapter,printers,startech,icusb1284,15.88,startech.com icusb1284 6/2 inch printer adapter,printers,beginningcol,beginningcol,15.42 _.,1
da-lite leg saver back brace for standard fast-fold screens,electronics - general,da-lite,72120,82.0,da-lite - bootloader,electronics - general,da-lite,74128,8.1 ,1
canon cli-221 magenta ink cartridge 2948b001,printers,canon,cli221mag,16.84,,printers,canon,cli221MAG,16.94 galitarian1,1
targus zierra case for blackberry playbook tablet black,electronics - general,targus,thz053us,55.88,targus zierra case for blackberry playbook tablet black,electronics - general,targus,tls-pkt02col,19.88 aciouslycol,1
optoma bl-fp200c replacement projector lamp for hd70 home theater projector,monitors,optoma,bl-fp200c,264.84,optoma prism 100cm wide/2.6 inch projector,monitors,optoma,bl-fp200c,25.00 galitarian,1
clarion half-din graphic equalizer with built-in crossover,car stereos,clarion,eqs746,99.99,cl-hk-9-l color monitor color control,catalel,CL-HC-J,cxxx-cl COR price,18.00,1
hp 80 ink printhead printhead cleaner black c4890a,stationery & office machinery,hp,c4890a,268.79,HP 880 ink printer black e532c3,stationery & office machinery,hp,e532c3,238.88 ,1
verbatim 1tb mediashare home network storage server,hard drives,verbatim,97159,109.98,volca2 standard CD/DVD,audio players and media devices,verbatim,97159,129.99 ,1
motorola dect 6.0 cordless care,phones,motorola,k301,30.84,motorola dect 6.0 cordless care,phones,motorola,k301,30.84 1,1
lenovo performance back pack,electronics - general,lenovo,41u5254,31.51,lenovo performance back pack,electronics ENPROVERSE,lenovo @ 1 light,product info,31.21 ,1
tp-link tl-wa500g 54mbps extended range wireless access point,networking,tp link,tl-wa500g,32.88,xtrememac tp-link incharge Bluetooth-only,chargers,memorex,plink,"59.50 galitarianCol Title IX section 11.2, related items",1
canon cli-221 magenta ink cartridge 2948b001,printers,canon,cli221mag,16.84,canon magenta ink cartridge magenta,ink cartridges,canon,42481,22.89 ,1
scosche increased dynamic range chameleon earphones idr355md,mp3 accessories,scosche,idr355md,24.34,kazoo zulu dolor sit amet,mobile desktops,scosche,idr355md,17.49 galitarian1,1
avery write-on tabs 1.75 48-count,stationery & office machinery,avery,16143,3.54,avery write-on tabs 1.75 48-count,stationery & office machinery,avery,16143,"3.54 "":[][]",1
samsung 33-0525-05 samsung fasciante i500 oem multimedia dock,electronics - general,samsung,33-0525-05,29.88,samsung i500 umi umi-hdtv fasciante ai2,electronics - general,samsung,33-0525-05,35.25 _______________________,1
d-link dir-412 mobile broadband wireless router,networking,d-link,dir412,119.99,d-link d-412 mobile broadband wireless router,networking,d-link,d-link,89.99 ,1
sony nsz-gt1 internet tv and blu-ray disc player powered by google tv,home theater,sony,nsz-gt1,198.0,sony nsz-gt1 tv remote unit powered by google tv,home theater,sony,nsz-gt1,28.88 ormon,1
epson s041595 photographic papers,stationery & office machinery,epson,s041595,69.88,epson s041595 photographic papers for use in office equipment,stationery & office machinery,epson,epson,64.86  ,1
wintec filemate 4gb swivel usb flash drive black,usb drives,wintec,3fmusb4gwb-r,7.84,wintec Filemate 4gb swivel USB flash drive black,usb drives,wintec,wintec,19.00 ,1
epson workforce pro gt-s50 document image scanner,electronics - general,epson,b11b194011,407.12,ojsp3-50p1 epson-v3-75p1 computer for home computer,printers,epson,b11b194011,407.12 galitarian1,1
quartet showit three-panel display system fabric blue gray black pvc frame,stationery & office machinery,quartet,,222.29,quartet showit three-panel display system display pattern fabric blue gray,cell phones,quartet,prl01-001-us,4.99 ,1
innovera m4640 compatible remanufactured high-yield ink 484 page-yield black,printers,innovera,m4640,24.99,mylte sssx g3v digital SLR camcorder,film,innovera,innovera xtc200 iacc high-yield ink,23.95 galitarian1,1
hp 45 black inkjet cartridge 51645a,printers,hp,hp 51645a # 140,34.97,hp 45 black inkjet cartridge 10000,printers,hp,hp 1000,34.97 ,1
epson s041595 photographic papers,stationery & office machinery,epson,s041595,69.88,Epson s,Epson,epson,d320102,61.44 ONSORED,1
hp 56 black inkjet cartridge c6656an,printers,hp,c6656an,23.97,hp 56 black inkjet cartridge c6656an,printers,hp,c6656an,39.5        ,1
corsair value select cmv4gx3m1a1333c9 4gb ddr3 1333mhz sdram desktop memory module,memory,corsair,cmv4gx3m1a1333c9,49.82,corsair value select cmv4gx3m1a1433c7 4gb ddr3 1333mhz sdram desktop memory module,computers accessories,corsair,,39.19 galitarian,1
incipio ak-334 kaddy nylon folio for amazon kindle 3 black,mp3 accessories,incipio,ak-334,28.5,ak-334 kaddy nylon folio for amazon kindle 4 black,gaming consoles,voronoi,ak-334,17.2 ___________________,1
da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27528,2608.99,da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,28025,2608.9 vironment1,1
tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets,stationery & office machinery,tops business forms,99712,11.58,top 50 items,airline and airline catalog,top 50,top 0,0.09 ,1
tp-link tl-ant2409b 2.4 ghz 9dbi outdoor directional antenna,networking,tp link,tl-ant2409b,27.88,tp-link tl-ant2409b 2.4 ghz 9dbi outdoor directional antenna,networking,tp link,tl-ant2409b,tnc,1
scosche 1993-up select subaru power 4-speaker connector,car stereos,scosche,su03b,9.88,scosche 1993-up select subaru power 4-speaker connector,car stereos,scosche,su03b,9.88,1
motorola atrix navigation dock with vpa,electronics - general,motorola,89456n,59.98,motorola atrix navigation dock with vpa,electronics - general,motorola,C5,18.91 ,1
d-link dkvm-8e 8 - port kvm switch,networking,d-link,dkvm-8e,179.82,d-link dkvm-8e dkvm switch,networking,d-link,dkvm-8e ccd ccd ccd-style,179.38 galitarian1,1
hp cb40 toner 7500 page-yield,printers,hp,cb400a,249.23,hp cb40 toner 7500 page-yield 18,printers,hp,cb400a,251.00 _.zip1,1
cables unlimited 3 svga video cable hdb15 male to male with 3.5 mm audio,electronics - general,cables unlimited,pcm-2240-03,11.88,cableandrew,electronics - general,cables unlimited,pcm-2240-,9.99 ,1
v7 8gb sd card secure digital high capacity 8 gb memory card,usb drives,v7,vasdh8gcl4r-1n,10.26,v7 8gb sd card secure digital high capacity 8 gb memory card,drives,v7,vasdh8gcl4r-1a,10.26,1
seagate blackarmor nas 440 is a 4tb network attached storage server,networking,seagate,,599.0,seagate 4tb network cable cord,computer,seagate,,595.0 ONSORED,1
dj tech ivisa 50 light portable pa system with ipod player controller 50 watts,portable audio,dj tech,ivisa 50 light,368.0,"jftech gftech 60x32 flash digital storage unit, compact drive, USB port, 2-bay SD card reader",laptop accessories,jftech,tv-wizard,18.74 ocally1,1
kingston 1gb ddr pc-3200 400mhz ddr 184 pin desktop memory module,memory,kingston,kvr400x64c3a1g,50.92,marvellous 4-6200 12-gauge bar magnet,bar,marvellous,1-6200,51.64 galitarian1,1
verbatim store n go superspeed usb 3.0 portable hard drive 500gb,hard drives,verbatim,97397,69.98,verbatim store n go VINYL BASIC BASIC BASIC BASIC BASIC BASICS,portable hard drives,xlba-iX,010123,58.99 ,1
patriot memory 16gb lx series sd card high-capacity,usb drives,patriot,psf16gsdhc10,49.98,patriot memory 16gb lx series sd card 1TB high-capacity,usb drives,pro mark,psf16gsdhc1,19.98 galitarian,1
pny 4gb micro swivel attache flash drive,printers,pny,,9.84,pny 4gb micro swivel attache flash drive,battery for battery,igo,,"25.55 Regarding battery power consumption, I think it is not that important",1
pioneer 10 subwoofer with single voice coil 350w,car stereos,pioneer,ts-w259s4,113.0,pioneer 10 subwoofer with single voice coil 350w,car stereos,pioneer,ts-w259s4,114.49 _______________________________   *** SOLD OUT ***   *** SOLD OUT ***   *** SOLD OUT ***   *** SOLD OUT ***   *** SOLD OUT ***   *** SOLD OUT ***   *** SOLD OUT ***   *** SOLD OUT ***   *** SOLD,1
polaroid i1237 pink 12mp digital camera w 3x optical zoom 2.7 lcd display,digital cameras,polaroid,cia-1237pc,68.0,polaroid imageclass j1006 j50 orange 10mp digital camera bundle w 25mm xlcd display,digital cameras,polaroid,cia-1237pc,68.0 ItemThumbnailImage,1
expo low-odor dry erase marker eraser cleaner chisel fine 12 set,stationery & office machinery,expo,80054,21.94,expo dry erase marker eraser cleaner chisel fine 12 set,stationery & office machinery,expo,80054,14.99 ,1
logitech n315 lapdesk,computers,logitech,n315,24.88,xtrememac n315 lapdesk - n315,clocks,memorex,,____________________________,1
storm 2306 case with foam olive drab,photography - general,storm,im2306-30001,97.88,new-tops 2306 case with foam olive drab,photography - general,storm,im2306-30001,97.88   COMIC TITLE CLASSIFICATION  COMIC TITLE COUNT TITLE COUNT,1
scosche increased dynamic range chameleon earphones idr355md,mp3 accessories,scosche,idr355md,24.34,chameleon earphones idr355md jpcola,mp3 accessories,scosche,idr355md,18.78 ,1
wilson jones basic vinyl round ring binder,stationery & office machinery,wilson jones,36834nbl,6.79,wilson jones basic vinyl round ring binder,stationery & office machinery,wilson jones,al-jazeera,20.99 ,1
panasonic lumix dmc-ts3s silver 12.1 mp digital camera w 4.6 x optical zoom 2.7 lcd hd movie recording,digital cameras,panasonic,panasonic dmc-ts3s,333.54,scosche 1997-2000 light years tungsten platters color match color match,digital cameras,panasonic,panasonic dmc-ts3s,7.30 1,1
v7 8gb sd card secure digital high capacity 8 gb memory card,usb drives,v7,vasdh8gcl4r-1n,10.26,v7 8gb sd card secure digital high capacity 8 gb memory card,USB drives,v7,vasdh8gcl5r,17.14 ,1
avery 8691 cd dvd and jewel case spine label,stationery & office machinery,avery,8691,27.54,pomolle 907 ci dvd drive w 3x USB hub w 1x USB jack,computers accessories,kodak,pomolle,99.54 _____________________,1
roocase executive portfolio leather case w 2 screen protector for blackberry playbook,electronics - general,roocase,220761,35.99,ec-hue c2040 3-pane charger for all cells with one button,electrical - general,electric,electric,35.98 galitarian,1
da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27528,2608.99,jpeg jpeg camcorder,audio,da-lite,28046,2508.99 vironment1,1
clover ccm636 ultra-mini color camera,garden - general,clover electronics,ccm636,87.84,hdpc cms100 dp200 format color dpi,whiteboards,viewsonic,t036320,7.74 galitarian1,1
epson s041062 presentation paper,stationery & office machinery,epson,s041062,19.88,epson s041062 presentation paper,office machinery color,epson,s041062,19.88 ItemThumbnailImage,1
kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 1g,22.92,kingston ktd-dm8400a 1gb 5.5ms ddr2 sdram memory module,memory,kingston,ktd-dm8400a / 5.5ms,22.94,1
targus red tg-6660tr tripod with 3-way panhead,photography - general,targus,tg-6660tr,29.98,targus white tg-6660tr,photography - video,targus,gg-sta,29.97 galitarian,1
ampad envirotec hanging file folders 1 5 tab 11pt stock ltr standard green 25pk,stationery & office machinery,,,12.54,ampad envirotec hanging file folders 1 5 tab 11pt stock ltr standard green 25pk,stationery & office machinery,,,12.21 Col Title,1
microsoft arc touch mouse,mice,microsoft,rvf-00001,57.88,pbzm64-7 digital,mouse,sharp,rvf-00001,64.16 galitarian1,1
quartet showit three-panel display system fabric blue gray black pvc frame,stationery & office machinery,quartet,,222.29,quartet showit three-panel display system fabric blue gray black pvc frame,stationery & office machinery,quartet,,236.59 galitarian,1
sony nsz-gt1 internet tv and blu-ray disc player powered by google tv,home theater,sony,nsz-gt1,198.0,sony nsz-gt1 internet tv col,online video,sony,sony col modelno,22.76 galitarianColtitle,1
edge 16gb sdhc hd video card class 6,usb drives,edge tech,pe222604,38.84,edge 16gb sdhc hd video card class 6,video,edge tech,pe222604,38.84 2,1
roocase executive leather portfolio case for samsung galaxy tab p1000,electronics - general,roocase,212537,37.59,roocase exec leather portfolio case for Samsung galaxy tab p1000,electronics - general,roocase,212537,37.59 _____________________________,1
wintec filemate 4gb swivel usb flash drive black,usb drives,wintec,3fmusb4gwb-r,7.84,usb drive 2 white,glasses,wi-fi,ipb-d00b1r 1,4.44,1
san diego chargers pro grip mouse,mice,team pro mark,msnf25,26.99,uv4 samsung 2D stand,mice,team PRO X,uv4,24.79 ,1
avery 8691 cd dvd and jewel case spine label,stationery & office machinery,avery,8691,27.54,avery cd dvd and jewel case spine label,DVD player tmp,avery,tmp,50.54 ItemThumbnailImage,1
i-tec ipad anti-glare screen protector,mp3 accessories,i-tec electronics,t6020,17.88,i-tec ipad anti-glare screen protector in green green,mp3 accessories,,,17.88 ,1
audiosource bi5 5 in-wall construction bracket mount,furniture,audiosource,bi5,25.88,audiosource fsl bracket mount,furniture,audiosource,fsl,20.94 ONSORED,1
